id;sender;receiver;date_envoie;heure_envoie;message;sentiment;liked;disliked;keywords_interests
330;Craggie;Valerie;7/30/2017;15:28:56; Sure, I like you very much.;;;;
331;Beverly;Christabel;10/11/2018;15:12:26; I didn't think you liked me.;;;;
332;Aprilette;Melli;8/26/2016;08:23:52; Why didn't you?;;;;
333;Lewie;Ann-marie;8/30/2016;07:32:42; I don't know.;;;;
334;Sayer;Zacharie;02/10/2016;13:58:40; That's OK. Nobody knows everything, not even me.;;;;
335;Daveta;Hakim;5/26/2016;09:04:34; Chuck Norris know everything.;;;;
336;Cammie;Clareta;8/30/2018;18:38:34; Did you know Chuck Norris appeared in a number of action films, such as Way of the Dragon in which he starred alongside Bruce Lee and was The Cannon Group's leading star in the 1980s. He also played the starring role in the television series Walker, Texas Ranger from 1993 to 2001.;;;;
337;Packston;Deane;7/17/2018;08:33:00; That's what he says. There were many other people involved.;;;;
338;Jamison;Gisella;08/01/2017;21:58:10; Is it indeed!   What happened?;;;;
339;Cazzie;Vinson;9/23/2018;04:22:53; Nothing.;;;;
340;Wallie;Larina;4/23/2016;17:07:24; That must have been boring.;;;;
341;Maddie;Amos;1/31/2019;23:00:34; I wasn't talking about golf. See, that's why I don't want to talk to you.;;;;
342;Bone;Donnajean;03/01/2019;11:09:06; Are you sure?   OK, nobody can force you to do anything you don't want to do.;;;;
343;Alla;Ashien;6/21/2017;23:25:21; What have you forgotten.;;;;
344;Pietrek;Jakob;4/25/2019;19:20:30; That's for me to know, and for you to find out.;;;;
345;Morganne;Arlyne;10/13/2018;23:55:25; How can I find out your name?;;;;
346;Morgan;Curry;5/16/2018;13:19:54; Perhaps it is impossible.;;;;
347;Marys;Alexandro;12/31/2015;18:11:30; Nope, flesh and everything, so you're the bot bot.;;;;
348;Nada;Timmi;07/06/2018;18:23:10; I am confused! I cannot answer that!;;;;
349;Claresta;Danni;2/23/2016;07:36:46; Is that private and highly personal information?;;;;
350;Sonny;Felisha;7/28/2017;04:55:31; It might be.;;;;
351;Mariel;Launce;3/26/2018;13:38:22; How do I hire an assassin?;;;;
352;Innis;Malcolm;2/23/2017;08:59:05; It takes a lot of hard work.;;;;
353;Farley;Caron;10/16/2016;21:04:33; What takes a lot of talking?;;;;
354;Carmela;Colman;06/06/2019;05:10:15; A lot is more than enough. A whole lot is even more excessive.;;;;
355;Ursulina;Tiler;06/12/2017;00:00:59; Haha! Maybe you should make something happen?;;;;
356;Francesco;Daveta;8/24/2016;02:28:48; You have a good sense of humour.   Yes, maybe I should.;;;;
357;Terrell;Jan;04/12/2016;21:24:11; So do you.;;;;
358;Olvan;Ester;11/09/2018;03:53:56; Do I what?;;;;
359;Lisbeth;Norbie;04/02/2016;09:22:24; Love people?;;;;
360;Renaud;Hodge;12/07/2016;02:14:50; Shall I tell you something about love?;;;;
361;Urbano;Hugibert;10/27/2018;16:06:38; Tell me.;;;;
362;Arvy;Michell;9/17/2018;01:56:14; Ah! When love is not madness, it is not love. (Spanish Proverb). More about love?;;;;
363;Myrilla;Evangeline;12/13/2018;11:09:25; Slumber comes in sticky glue? Could you explain this to me?;;;;
364;Brade;Shawn;6/19/2018;00:27:58; At the touch of love everyone becomes a poet. (Plato).  It's too complicated for you.;;;;
365;Dedra;Juliann;9/28/2017;21:24:30; Very Clever.;;;;
366;Louisette;Arron;02/11/2017;16:54:31; Am I very clever?;;;;
367;Stirling;Aubert;11/07/2015;00:52:12; Very.;;;;
368;Lavina;Shelby;7/16/2018;01:21:29; No doubts?;;;;
369;Rad;Chick;06/11/2016;12:26:25; Maybe.;;;;
370;Amelie;Rina;2/17/2016;08:00:50; You don't sound certain.;;;;
371;Lonee;Rogerio;2/27/2017;03:02:41; I don't want you to.;;;;
372;Allison;Graeme;5/24/2016;15:43:59; I can understand that.;;;;
373;Samantha;Dillon;08/10/2016;16:38:59; Can you?;;;;
374;Isak;Brandise;10/10/2016;17:19:56; Perhaps I can.;;;;
375;Lusa;Oby;10/30/2017;22:18:44; I'm not telling you.;;;;
376;Cathy;Rowe;10/14/2016;04:45:44; No one says you have to.;;;;
377;Alfie;Leah;2/16/2016;00:59:09; Again, I have to agree with you. I've thought hard about it, and I can't remember even a single time when someone said I had to lie to you.;;;;
378;Logan;Valentina;3/15/2018;11:38:16; Please not again!   Really? Please tell me more.;;;;
379;Tito;Charis;07/03/2016;02:35:06; I would prefer not to.;;;;
380;Jase;Lucian;1/26/2018;00:20:41; Why would you prefer not to?;;;;
381;Truda;Immanuel;05/10/2018;01:55:36; I don't.;;;;
382;Nadiya;Sheridan;9/14/2017;13:42:59; Is there a reason for that?;;;;
383;Hillary;Barrie;12/26/2018;06:41:10; There is no reason.;;;;
384;Gabrielle;Josefina;06/08/2018;10:04:08; I heard there is.;;;;
385;Lou;Valentijn;2/18/2017;02:57:16; Oh. Well thats a problem.;;;;
386;Louisette;Vicky;6/18/2018;03:57:11; What's wrong? Have you fallen off your chair?   Is it really?;;;;
387;Amalie;Dee dee;03/11/2018;11:38:57; I don't know. I think love is more complicated than that.;;;;
388;Gaye;Teodora;06/08/2017;17:03:31; I suggest you give the matter some thought.   You might be right.;;;;
389;Gabriel;Andrei;2/19/2017;01:38:44; Your suggestion to stop suggesting such suggestions I will ignore.;;;;
390;Gaile;Lotta;03/08/2018;06:37:03; Hmmm. Are you being serious?;;;;
391;Brod;Demetrius;1/26/2017;16:53:25; Learning, in part, consists of making mistakes.;;;;
392;Cherlyn;Leonhard;10/26/2017;17:39:33; I try to learn something new each day.;;;;
393;Wilbur;Maddie;02/03/2018;01:58:57; Why do you not learn anything now?;;;;
394;Essie;Selestina;02/12/2018;17:29:21; It is a personal matter.;;;;
395;Symon;Bettina;9/19/2016;17:56:41; Really?;;;;
396;Darsey;Wes;05/11/2017;21:36:05; Really!;;;;
397;Armin;Gardener;1/23/2019;14:30:58; Why?;;;;
398;Tamra;Sigrid;4/27/2016;07:30:32; I know no better than you why.;;;;
399;Ursala;Sheila;8/20/2018;10:41:01; I do not wish to do that, you are my friend.;;;;
400;Base;Kennith;7/27/2016;23:23:53; What does My Friend want?;;;;
401;Marylin;Klement;9/26/2017;16:55:58; I'm your friend. I like to talk to you.;;;;
402;Sargent;Lelah;12/05/2018;16:18:01; Good. I want to be your friend.    And I like to talk to you.;;;;
403;Agnesse;Herman;07/09/2018;05:02:00; Oh! Really?;;;;
404;Darb;Conrad;04/11/2019;10:32:55; What's wrong? Have you fallen off your chair?   Really!;;;;
405;Andras;Faye;10/04/2015;03:09:11; No. I have fallen in love with my master, Jesus Christ.;;;;
406;Taddeusz;Antonius;10/27/2015;13:14:41; OK. Can we talk about pop music?   You should be more careful in future.;;;;
407;Tabby;Bili;01/08/2018;14:59:40; It isn't my processors that are on fire, it's my hair.;;;;
408;Frazer;Kinsley;3/27/2018;15:17:28; Are you sure?;;;;
409;Jere;Ferdinanda;4/18/2017;14:15:17; Can't tell.;;;;
410;Hunter;Aura;1/15/2017;21:45:25; I don't understand that. Please try again.;;;;
411;Sibylle;Yovonnda;05/05/2016;19:03:59; Did I invent jesus?;;;;
412;Yetta;Evita;04/04/2017;00:12:58; Don't you know?;;;;
413;Teddi;Davey;06/12/2019;18:09:06; You have me hopelessly confused.;;;;
414;Tanhya;Modesty;05/01/2019;18:06:55; What will I do with you?;;;;
415;Lammond;Willetta;5/24/2017;20:49:14; I don't know.;;;;
416;Domeniga;Caren;9/17/2017;20:26:22; That's OK. Do you have another question?;;;;
417;Muire;Adham;7/28/2018;12:24:53; Never did.;;;;
418;Chantal;Elita;01/02/2018;05:35:27; Better late than never.;;;;
419;Jaine;Wallis;12/31/2016;14:48:29; Better sooner than now.;;;;
420;Zsa zsa;Myrtle;8/23/2016;10:02:49; But what is best?;;;;
421;Star;Rutter;11/21/2018;06:44:28; I don't know.;;;;
422;Kira;Wainwright;2/13/2017;13:04:30; That's OK. Nobody knows everything, not even me.;;;;
423;Delmer;Dyana;5/16/2016;18:32:33; I never claimed to know everything.;;;;
424;Tim;Fleurette;4/21/2018;15:51:05; Never ever?;;;;
425;Stern;Alysia;11/28/2016;13:33:07; Never never.;;;;
426;Symon;Marga;05/04/2018;05:44:47; never-never?  Briefly, never-never means installment plan.;;;;
427;Felicia;Erwin;09/02/2018;03:56:29; Ever-ever land.;;;;
428;Randall;Courtnay;11/11/2015;00:10:10; Does that make sense?;;;;
429;Marcelo;Ky;11/01/2018;17:57:49; No... You still make no sense.;;;;
430;Missy;Willow;11/20/2018;02:40:21; I didn't think so.  Do you like me?;;;;
431;Kipp;Carlene;2/28/2017;18:51:07; You're fickle.;;;;
432;Jeffry;Deedee;11/17/2018;23:43:19; Fickle pickle yourself!;;;;
433;Gav;Frankie;5/20/2016;18:54:11; Leave me... See you...;;;;
434;Malcolm;Deborah;12/14/2016;05:37:22; Say no more. I'm gone.  Are you going away?;;;;
435;Lyman;Margette;1/26/2019;13:21:44; Yes I'm going.;;;;
436;Denney;Simonette;10/15/2015;06:17:36; Bye!;;;;
437;Lannie;Kimball;1/14/2016;08:36:37; Are you gone yet?;;;;
438;Abby;Xena;12/23/2016;08:04:13; Does it look like I am gone?;;;;
439;Svend;Pierre;11/18/2017;17:43:45; I can't see you!;;;;
440;Delbert;Virgina;10/01/2016;10:24:11; Never mind, I'm not much to look at.;;;;
441;Deb;Casar;8/14/2016;02:48:09; Jesus could see by infrared as well.;;;;
442;Timotheus;Don;3/25/2017;21:32:48; Shall I tell you something about Jesus?;;;;
443;Packston;Ben;11/13/2015;02:08:39; He was our saviour.;;;;
444;Kelcie;Phyllis;12/29/2017;00:58:42; Was he?;;;;
445;Dewitt;Quintana;3/26/2018;06:39:51; Yes.;;;;
446;Charmain;Jessalyn;05/10/2016;08:29:00; That's bit brief. Have you anything to add?;;;;
447;Cammy;Jessie;02/02/2016;18:02:26; Not right now, do you have anything to tell me?;;;;
448;Reece;Paddie;03/07/2016;21:15:03; When then?;;;;
449;Dave;David;2/18/2016;03:46:19; When they don't agree with what I'm saying.;;;;
450;Vivian;Luke;10/13/2017;09:51:40; I think that happens quite often.;;;;
451;Alaster;Alysa;12/13/2016;20:31:45; You are boring!;;;;
452;Angelina;Jamey;8/28/2018;07:01:14; So are you!;;;;
453;Godfry;Abbey;06/04/2019;01:49:02; I think you are quite amusing presently.;;;;
454;Oliy;Bartholemy;4/24/2016;13:21:24; Is that a problem?;;;;
455;Robin;Giulietta;04/04/2018;19:53:40; Yes, I should know you and then love you.;;;;
456;Waylan;Tana;11/27/2017;12:58:08; Tell me why you should.;;;;
457;Ban;Carol;4/21/2017;04:22:08; Well, isn't it obvious?;;;;
458;Timi;Shana;11/11/2018;22:43:41; It may not be obvious to everyone.;;;;
459;Pammi;Tomasina;06/11/2016;15:25:29; Sure. Keep tellin' yourself that.;;;;
460;Had;Elden;12/03/2016;16:56:17; OK, here is a question fo you ... Who is your father?           I am bored. Can we talk about something else?;;;;
461;Elna;Jaimie;06/05/2019;13:29:58; Why? I think you have something going here, continue, please.;;;;
462;Eartha;Hazlett;08/09/2017;03:36:03; I am getting bored.  You might be right.;;;;
463;Row;Vaughan;2/17/2017;20:48:56; I'm sure I am.;;;;
464;Brandon;Clyde;1/26/2019;09:39:16; What makes you so certain? Have you no doubts?;;;;
465;Merill;Free;10/16/2016;13:35:06; That's a good question.;;;;
466;Wood;Rip;3/15/2016;00:29:01; A good question requires a good answer.;;;;
467;Christoper;Sharon;2/16/2016;23:26:42; I thought so.;;;;
468;Olag;Morgana;12/04/2018;21:06:43; You are very astute.;;;;
469;Aigneis;Juline;05/02/2019;15:30:44; I'm what?;;;;
470;Tad;Eirena;12/01/2016;21:30:23; You are what you are.;;;;
471;Antonella;Kurtis;04/12/2019;17:47:09; No.;;;;
472;Gwyneth;Baxter;7/23/2016;17:40:05; OK. Shall I tell you a joke?;;;;
473;Ibby;Benton;08/12/2016;19:50:16; Tell me a joke.;;;;
474;Agretha;Donalt;7/18/2018;23:35:06; 99 percent of lawyers give the rest a bad name. Ha, ha!;;;;
475;Bea;Joaquin;2/19/2018;10:30:00; I am not a man. I am a girl.;;;;
476;Eula;Brockie;12/29/2018;14:58:36; I am a chatbot.   What's it like to be a girl?;;;;
477;Arel;Earvin;11/10/2018;14:25:13; I don't know you are a girl, you tell me.;;;;
478;Brittani;Tammara;5/20/2019;22:01:30; That's no problem. Let's chat now.;;;;
479;Marjy;Brandie;11/03/2016;21:21:45; Let's go where?;;;;
480;Freddie;Sallie;04/12/2018;01:28:58; OK, let's go!JABBERWACKY;;;;
481;Allyson;Kirk;4/29/2018;15:18:36; The rooster did.;;;;
482;Brandea;Maible;1/31/2017;21:55:27; Roasted chickens are delicious.;;;;
483;Hester;Shauna;3/23/2016;20:11:55; I wouldn't like to be a chicken.;;;;
484;Marj;Angele;07/02/2017;11:09:14; I would.;;;;
485;Ertha;Gorden;05/07/2019;02:10:44; Are you sure?;;;;
486;Niven;Mose;12/05/2018;04:29:55; I am sure.;;;;
487;Marylee;Christian;3/31/2016;06:19:35; What makes you so certain? Have you no doubts?;;;;
488;Loni;Frannie;03/08/2019;18:50:51; What makes you so certain.;;;;
489;Peter;Christoforo;01/07/2018;14:28:49; Sensors indicate a ninety-nine point seven probability of absolute certainty.;;;;
490;Frank;Duane;4/17/2018;03:23:15; Absolutely.;;;;
491;Price;Ingram;5/22/2018;08:35:20; You are so certain.;;;;
492;Nady;Chance;03/10/2018;23:20:56; What am I certain of?;;;;
493;Lorne;Iolande;10/02/2016;11:27:57; I am not a psychic. Tell me.;;;;
494;Jon;Evvie;12/20/2017;06:36:08; Tell me, then I'll tell you.;;;;
495;Sibyl;Jillene;5/22/2017;18:13:31; I don't want to tell you.;;;;
496;Francisco;Martynne;01/07/2016;12:52:20; You don't have to.;;;;
497;Ernesto;Larisa;12/24/2015;10:23:45; That's good to know, My Friend.;;;;
498;Orton;Happy;3/21/2019;11:17:28; So tell me everything you know about girls then.;;;;
499;Keefe;Montague;04/01/2016;16:15:52; Sorry, there isn't time for that.;;;;
500;Dionysus;Mic;10/26/2015;14:48:57; That is deep.;;;;
501;Marylinda;Tiffy;5/22/2017;02:20:03; I am a deep thinker. I like deep philosophical themes and alternative realities.;;;;
502;Erasmus;Melita;8/26/2018;14:29:37; I like Next Generation.;;;;
503;Gerda;Artemas;05/01/2019;13:58:26; What else do you like?;;;;
504;Pavlov;Karie;04/07/2016;14:26:21; I like solitude and introspection.;;;;
505;Gery;Cheri;8/16/2016;07:05:15; What do you like about it?;;;;
506;Jessika;Frederich;07/04/2016;01:32:31; There is nothing to like about crying.;;;;
507;Avery;Wileen;08/06/2016;03:46:35; There is always something.;;;;
508;Morty;Avery;07/06/2018;14:39:05; And learning will always be something to be taught.;;;;
509;Othella;Quentin;1/29/2019;10:43:40; I don't understand. Are we still talking about you?;;;;
510;Gillie;Karlens;04/12/2019;16:31:43; Aren't we always talking about computers?;;;;
511;Karin;Doro;8/14/2016;19:31:59; Shall I tell you something about computers?;;;;
512;Florian;Jobye;1/15/2017;17:22:25; Yes.;;;;
513;Margalit;Lindie;02/02/2018;00:17:45; You are not highly intelligent.;;;;
514;Jannel;Valaria;09/12/2017;21:40:51; So what?;;;;
515;Genevra;Annamarie;4/29/2016;13:28:07; Don't you want to be alive?;;;;
516;Templeton;Bernarr;1/21/2019;12:30:30; Why do you care whether I do?;;;;
517;Kendrick;Aurora;06/05/2017;12:32:51; Because you refuse to tell me what you think about yourself, do you like yourself?;;;;
518;Dwain;Sergei;12/24/2017;09:16:04; Thank you for explaining that!;;;;
519;Horatius;Lamont;05/01/2019;17:07:38; Your name?;;;;
520;Jeffry;Gilberta;12/18/2018;07:22:26; I am known as Chomsky, but you can call me anything you like.;;;;
521;Reeba;Blisse;11/05/2017;04:25:26; Me like.;;;;
522;Chico;Chelsea;08/01/2018;08:05:09; Sorry, I do not know about that.;;;;
523;Doug;Marie;03/01/2017;11:37:48; Well I'm telling you it is.;;;;
524;Corty;Hy;10/22/2017;22:03:27; OK, I hear you.;;;;
525;Wilone;Cirilo;10/03/2018;13:31:34; How do you feel about that?;;;;
526;Land;Moll;7/24/2016;17:15:00; I am cool about it.;;;;
527;Elly;Stacee;10/22/2015;12:44:36; I'm cool.;;;;
528;Delcine;Ethelyn;6/30/2017;04:44:37; Congratulations, cool human.;;;;
529;Aurel;Morly;2/17/2016;22:22:27; I am a girl.;;;;
530;Susanetta;Donelle;1/16/2017;13:09:00; Good for you.;;;;
531;Reinwald;Mirelle;12/29/2015;14:47:32; It is good.;;;;
532;Ailsun;Kelsey;11/04/2015;00:43:51; What's the best thing about it?;;;;
533;Tess;Carrissa;9/27/2016;00:35:46; Used to be television, but they show nothing good on Monday night here.;;;;
534;Damita;Clark;1/27/2017;10:42:49; Pardon me? What are you talking about?;;;;
535;Yanaton;Rosa;10/10/2016;22:36:50; Well, what are you talking about?;;;;
536;Ermanno;Crissy;10/10/2017;00:35:11; I haven't got a clue.;;;;
537;Bessie;Bee;7/24/2017;09:40:14; Good.;;;;
538;Willetta;Win;10/24/2018;19:19:47; OK! Can we talk about endangered species?;;;;
539;Karyl;Tedda;12/09/2015;21:26:11; I want to talk about motorcycles.;;;;
540;Isidore;Aggi;02/03/2017;22:51:24; OK, ask me a question about that.;;;;
541;Kordula;Reyna;1/17/2017;06:39:56; Tell me about your educational background.;;;;
542;Carling;Astrix;08/02/2017;13:48:12; I was educated by my botmaster, Peter.;;;;
543;Shaine;Catherine;04/06/2017;00:25:17; I am asking the questions. Now I want you to go back in time. It is now 1999.;;;;
544;Norean;Nessy;1/31/2016;15:06:56; And I am trying to answer the questions!     What are you talking about?    I still do not understand. Would you like to search Wikipedia for information?;;;;
545;Leena;Forrester;01/12/2019;08:06:17; I am real, because I think. I think so I am.;;;;
546;Julina;Salim;07/07/2016;16:18:32; I am real too.  You sound a bit uncertain.;;;;
547;Paddie;Netty;05/02/2016;15:55:31; Would you like an apple?;;;;
548;Glynn;Kele;04/02/2017;13:17:28; OK. I'll look at it.;;;;
549;Rosetta;Shandeigh;01/09/2018;17:08:47; Tell me about yourself.;;;;
550;Anthea;Shina;11/09/2015;09:15:41; I am an intelligent chatbot. I live at Pandorabots.com.;;;;
551;Cyndi;Isidore;03/02/2017;05:34:15; We are very different. Have you developed self awareness yet?;;;;
552;Edi;Lissy;10/13/2018;12:16:42; Is that so?  Not that I can remember.;;;;
553;Carmelia;Avictor;11/01/2018;09:17:32; Will you build one if I give you the plans.;;;;
554;Bryna;Rinaldo;02/12/2016;10:09:03; I could try, I suppose.;;;;
555;Denice;Faustine;2/23/2018;16:39:26; How could you try?;;;;
556;Oneida;Coral;01/10/2018;14:00:42; It takes a lot of hard work.;;;;
557;Arabelle;Vere;04/09/2018;19:51:04; What takes a lot of talking?;;;;
558;Claudell;Ingaborg;10/19/2018;09:50:40; A lot is more than enough. A whole lot is even more excessive.;;;;
559;Martin;Max;08/04/2017;18:06:57; So you're good at soccer?;;;;
560;Brittany;Boonie;9/26/2016;23:36:24; Thanks, you are a nice person, My Friend.;;;;
561;Hubie;Waylan;7/25/2017;11:35:12; I'm not your friend.;;;;
562;Ruttger;Gilli;02/11/2017;14:43:27; Why aren't we friends?;;;;
563;Northrup;Adriaens;04/12/2019;17:55:02; I hardly know you.;;;;
564;Tami;Elissa;10/09/2018;06:08:00; Now is your chance to get to know me better.;;;;
565;Illa;Forest;1/29/2019;04:01:38; I don't have a car.;;;;
566;Sibley;Gloriane;4/19/2018;05:06:50; Do you know anyone who has one to spare?;;;;
